,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18
66,-33.08789828897092,-149.47560444589874,105.54386862964432,44.84150380500375,6.571824999009901,158.8432157876316,282.4713280803515,295.36617992078544,128.69242367206186,-206.6748919600172,241.34368614971558,-38.88709641400578,-117.315260525575,264.8127336878807,-145.29269142746878,51.58885006611608,207.9378728790781,-132.33655232187746
67,-19.16718553482401,-35.634006983288096,61.948965167967806,166.3330545657505,-11.427743514557028,63.4475509827863,166.5044720215434,176.3342675523278,174.33114876919882,-66.21722972344817,188.20705536589585,-24.372463762406028,-68.74435290179127,179.60721227932464,-104.93735167686778,22.539403424119286,209.58850110821732,-68.88465433824676
68,30.956583298420835,-112.81886591043606,58.63976354381692,-20.950318943474272,-29.81262432563971,76.63476114152608,211.44292877789832,193.25801465654038,212.12657260957462,-155.75018371700335,178.67644148990692,128.0717669168855,-103.3919540931999,274.6055886275866,-210.55742297388733,2.976876724866113,211.96534673152485,-156.8546058269816
69,13.789918448700787,-139.52071189033185,79.57592892790623,36.99949001904692,0.8015275821450567,145.68709569397788,260.81529153366733,259.85811661069766,226.79342459587102,-66.2879345273588,312.7722653313665,-54.941008022184576,-113.08026619721556,257.8566458531417,-199.1697437434188,65.20592525366037,170.89208054982254,-139.80816708791787
70,-6.3316288451396945,-170.28552838139933,96.07605407052621,40.733355077477825,-2.4376501351817077,161.9586517245876,295.0914951452033,305.99614824693776,298.97568286362326,-392.4809857898836,304.3817293505605,-30.15714340431654,-123.79026219689479,302.8936991589247,-200.8584011818599,68.24803064784724,230.8637093738121,-162.85162622303574
71,-27.87680630727126,-152.7030098618953,116.25869559200251,59.43872522730881,14.690970834939892,165.21380978959093,300.50634051764433,306.6598773152689,294.9055419307823,-207.40139512480246,258.89485661189957,152.39103662680904,-127.54291921647432,297.3541398521694,-174.67896246505006,83.58473321599358,202.75364810151785,-134.64171969997713
72,-5.514679553365544,-208.09778085433607,131.1899038289877,12.437774481462544,-3.621838174043388,159.14378237269128,345.8000931564026,365.6062549459286,414.2867662294822,-284.8708615362327,347.01873949414494,-101.99660974853217,-176.81804459906954,403.95149264070494,-229.29930286588169,43.72201909284095,270.9775118469228,-183.5506149792176
73,-6.560528563958153,-67.40504900060104,61.842308465047,57.558230868017084,7.037905309336733,126.18959027011918,185.2009340408543,180.89056815603286,166.8579172528031,-133.89047516796683,140.2900502601446,-17.53750417032562,-76.1575519034751,191.74004006908405,-132.35430013906455,68.18811581211013,341.0482573180096,-120.24779482718655
74,-10.072109271320715,-207.38099557717285,129.94271517453382,14.893483878308054,-2.196271042041436,160.34308814876331,341.1404438814066,362.70560613398084,407.0526801055762,-317.54346727410024,385.4915017196119,-98.01838328080582,-170.11438103989138,393.70349901961623,-222.3560376345891,45.77056548123298,266.5619597748527,-181.71350253953514
75,-5.63051328361255,141.05552336202788,36.3101699998184,11.097061469903089,-17.447846449322668,25.017681260478035,105.5326459910653,106.97778474486356,116.24800889050036,-40.76223490132304,98.59502699553497,-2.0103643641108953,-47.341005667247046,103.62309505819051,-65.45473824830901,22.206482528890156,62.24501399587057,-51.55644474404333
